# EVM prediction: Mode:STANDARD S-ratio: 2.26 323-619 orient(-) score(821.00) noncoding_equivalent(364.08) raw_noncoding(364.08) offset(0.00)
619	323	single-	4	6	{Augustus_model.g3389.t1;Augustus}
163591	163463	internal-	5	4	{GlimmerHMM_glimmerT_4125-T1;GlimmerHMM},{GeneMark_model.4397_t;GeneMark},{Augustus_model.g3441.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1958/Target=lcl|KQ954552_1_prot_KWU41189_1_6441;exonerate}
163681	163592	INTRON			{GlimmerHMM_glimmerT_4125-T1;GlimmerHMM},{GeneMark_model.4397_t;GeneMark},{Augustus_model.g3441.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1958/Target=lcl|KQ954552_1_prot_KWU41189_1_6441;exonerate}
163786	163682	internal-	5	4	{GlimmerHMM_glimmerT_4125-T1;GlimmerHMM},{GeneMark_model.4397_t;GeneMark},{Augustus_model.g3441.t1;Augustus}
163873	163787	INTRON			{GlimmerHMM_glimmerT_4125-T1;GlimmerHMM},{GeneMark_model.4397_t;GeneMark},{Augustus_model.g3441.t1;Augustus}
164063	163874	initial-	4	4	{GlimmerHMM_glimmerT_4125-T1;GlimmerHMM},{GeneMark_model.4397_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 2.05 164447-168264 orient(-) score(11296.00) noncoding_equivalent(5502.88) raw_noncoding(7139.00) offset(1636.12)
164527	164447	terminal-	4	6	{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
164592	164528	INTRON			{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
164636	164593	internal-	5	6	{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
164701	164637	INTRON			{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
164721	164702	internal-	6	4	{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
164885	164722	INTRON			{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
165156	164886	internal-	5	5	{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
165227	165157	INTRON			{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
165398	165228	internal-	5	4	{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
165484	165399	INTRON			{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
165809	165485	internal-	4	4	{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
165875	165810	INTRON			{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
165978	165876	internal-	6	6	{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
166041	165979	INTRON			{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
166157	166042	internal-	4	5	{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
166215	166158	INTRON			{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
166270	166216	internal-	6	6	{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
166328	166271	INTRON			{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
166547	166329	internal-	6	5	{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
166610	166548	INTRON			{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
166669	166611	internal-	4	5	{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
166735	166670	INTRON			{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
166884	166736	internal-	5	6	{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{Augustus_model.g3442.t1;Augustus}
166939	166885	INTRON			{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{Augustus_model.g3442.t1;Augustus}
167137	166940	internal-	5	4	{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
167219	167138	INTRON			{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
167229	167220	internal-	4	4	{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
167302	167230	INTRON			{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
167449	167303	internal-	4	6	{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
167511	167450	INTRON			{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
167765	167512	internal-	5	6	{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
167851	167766	INTRON			{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
167906	167852	internal-	4	4	{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
167976	167907	INTRON			{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}
168264	167977	initial-	4	6	{GlimmerHMM_glimmerT_4126-T1;GlimmerHMM},{GeneMark_model.4398_t;GeneMark},{Augustus_model.g3442.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 8.47 169994-171026 orient(+) score(8854.00) noncoding_equivalent(1045.88) raw_noncoding(1126.00) offset(80.12)
169994	170106	initial+	1	2	{Augustus_model.g3443.t1;Augustus},{GlimmerHMM_glimmerT_4127-T1;GlimmerHMM},{GeneMark_model.4399_t;GeneMark}
170107	170168	INTRON			{Augustus_model.g3443.t1;Augustus},{GlimmerHMM_glimmerT_4127-T1;GlimmerHMM},{GeneMark_model.4399_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3768/Target=lcl|NW_017264929_1_prot_XP_018273833_1_1344;exonerate},{ev_type:exonerate/ID=match.2566964.3766/Target=lcl|BJWK01000004_1_prot_GEM07818_1_1835;exonerate},{ev_type:exonerate/ID=match.2566964.3763/Target=lcl|KQ954552_1_prot_KWU41198_1_6450;exonerate},{ev_type:exonerate/ID=match.2566964.3765/Target=lcl|LCTV02000003_1_prot_PRQ76348_1_5002;exonerate},{ev_type:exonerate/ID=match.2566964.3764/Target=lcl|PJQD01000070_1_prot_POY71906_1_5440;exonerate}
170169	170296	internal+	3	1	{Augustus_model.g3443.t1;Augustus},{GlimmerHMM_glimmerT_4127-T1;GlimmerHMM},{GeneMark_model.4399_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3768/Target=lcl|NW_017264929_1_prot_XP_018273833_1_1344;exonerate},{ev_type:exonerate/ID=match.2566964.3766/Target=lcl|BJWK01000004_1_prot_GEM07818_1_1835;exonerate},{ev_type:exonerate/ID=match.2566964.3763/Target=lcl|KQ954552_1_prot_KWU41198_1_6450;exonerate},{ev_type:exonerate/ID=match.2566964.3765/Target=lcl|LCTV02000003_1_prot_PRQ76348_1_5002;exonerate},{ev_type:exonerate/ID=match.2566964.3764/Target=lcl|PJQD01000070_1_prot_POY71906_1_5440;exonerate}
170297	170364	INTRON			{Augustus_model.g3443.t1;Augustus},{GlimmerHMM_glimmerT_4127-T1;GlimmerHMM},{snap_scaffold_10-snap.67-T1;snap},{GeneMark_model.4399_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3768/Target=lcl|NW_017264929_1_prot_XP_018273833_1_1344;exonerate},{ev_type:exonerate/ID=match.2566964.3766/Target=lcl|BJWK01000004_1_prot_GEM07818_1_1835;exonerate},{ev_type:exonerate/ID=match.2566964.3763/Target=lcl|KQ954552_1_prot_KWU41198_1_6450;exonerate},{ev_type:exonerate/ID=match.2566964.3765/Target=lcl|LCTV02000003_1_prot_PRQ76348_1_5002;exonerate},{ev_type:exonerate/ID=match.2566964.3764/Target=lcl|PJQD01000070_1_prot_POY71906_1_5440;exonerate}
170365	170749	internal+	2	2	{Augustus_model.g3443.t1;Augustus},{GlimmerHMM_glimmerT_4127-T1;GlimmerHMM},{GeneMark_model.4399_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3768/Target=lcl|NW_017264929_1_prot_XP_018273833_1_1344;exonerate},{ev_type:exonerate/ID=match.2566964.3766/Target=lcl|BJWK01000004_1_prot_GEM07818_1_1835;exonerate},{ev_type:exonerate/ID=match.2566964.3763/Target=lcl|KQ954552_1_prot_KWU41198_1_6450;exonerate},{ev_type:exonerate/ID=match.2566964.3765/Target=lcl|LCTV02000003_1_prot_PRQ76348_1_5002;exonerate},{ev_type:exonerate/ID=match.2566964.3764/Target=lcl|PJQD01000070_1_prot_POY71906_1_5440;exonerate}
170750	170811	INTRON			{Augustus_model.g3443.t1;Augustus},{GlimmerHMM_glimmerT_4127-T1;GlimmerHMM},{GeneMark_model.4399_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3768/Target=lcl|NW_017264929_1_prot_XP_018273833_1_1344;exonerate},{ev_type:exonerate/ID=match.2566964.3766/Target=lcl|BJWK01000004_1_prot_GEM07818_1_1835;exonerate},{ev_type:exonerate/ID=match.2566964.3763/Target=lcl|KQ954552_1_prot_KWU41198_1_6450;exonerate},{ev_type:exonerate/ID=match.2566964.3765/Target=lcl|LCTV02000003_1_prot_PRQ76348_1_5002;exonerate},{ev_type:exonerate/ID=match.2566964.3764/Target=lcl|PJQD01000070_1_prot_POY71906_1_5440;exonerate}
170812	170896	internal+	3	3	{Augustus_model.g3443.t1;Augustus},{GlimmerHMM_glimmerT_4127-T1;GlimmerHMM},{GeneMark_model.4399_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3768/Target=lcl|NW_017264929_1_prot_XP_018273833_1_1344;exonerate},{ev_type:exonerate/ID=match.2566964.3766/Target=lcl|BJWK01000004_1_prot_GEM07818_1_1835;exonerate},{ev_type:exonerate/ID=match.2566964.3763/Target=lcl|KQ954552_1_prot_KWU41198_1_6450;exonerate},{ev_type:exonerate/ID=match.2566964.3765/Target=lcl|LCTV02000003_1_prot_PRQ76348_1_5002;exonerate},{ev_type:exonerate/ID=match.2566964.3764/Target=lcl|PJQD01000070_1_prot_POY71906_1_5440;exonerate}
170897	170960	INTRON			{Augustus_model.g3443.t1;Augustus},{GlimmerHMM_glimmerT_4127-T1;GlimmerHMM},{GeneMark_model.4399_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3768/Target=lcl|NW_017264929_1_prot_XP_018273833_1_1344;exonerate},{ev_type:exonerate/ID=match.2566964.3766/Target=lcl|BJWK01000004_1_prot_GEM07818_1_1835;exonerate},{ev_type:exonerate/ID=match.2566964.3763/Target=lcl|KQ954552_1_prot_KWU41198_1_6450;exonerate},{ev_type:exonerate/ID=match.2566964.3765/Target=lcl|LCTV02000003_1_prot_PRQ76348_1_5002;exonerate},{ev_type:exonerate/ID=match.2566964.3764/Target=lcl|PJQD01000070_1_prot_POY71906_1_5440;exonerate}
170961	171026	terminal+	1	3	{Augustus_model.g3443.t1;Augustus},{GlimmerHMM_glimmerT_4127-T1;GlimmerHMM},{GeneMark_model.4399_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 2.58 172437-173521 orient(-) score(5235.00) noncoding_equivalent(2028.22) raw_noncoding(2990.00) offset(961.78)
172744	172437	terminal-	5	6	{GeneMark_model.4400_t;GeneMark},{HiQ_model.g3444.t1;HiQ},{GlimmerHMM_glimmerT_4128-T1;GlimmerHMM}
172805	172745	INTRON			{GeneMark_model.4400_t;GeneMark},{HiQ_model.g3444.t1;HiQ},{GlimmerHMM_glimmerT_4128-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3792/Target=lcl|PJQD01000086_1_prot_POY71071_1_6382;exonerate}
173027	172806	internal-	5	4	{GeneMark_model.4400_t;GeneMark},{HiQ_model.g3444.t1;HiQ},{GlimmerHMM_glimmerT_4128-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3792/Target=lcl|PJQD01000086_1_prot_POY71071_1_6382;exonerate}
173101	173028	INTRON			{GeneMark_model.4400_t;GeneMark},{HiQ_model.g3444.t1;HiQ},{GlimmerHMM_glimmerT_4128-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3792/Target=lcl|PJQD01000086_1_prot_POY71071_1_6382;exonerate}
173153	173102	internal-	4	4	{GeneMark_model.4400_t;GeneMark},{HiQ_model.g3444.t1;HiQ},{GlimmerHMM_glimmerT_4128-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3792/Target=lcl|PJQD01000086_1_prot_POY71071_1_6382;exonerate}
173253	173154	INTRON			{GeneMark_model.4400_t;GeneMark},{HiQ_model.g3444.t1;HiQ},{GlimmerHMM_glimmerT_4128-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3792/Target=lcl|PJQD01000086_1_prot_POY71071_1_6382;exonerate}
173298	173254	internal-	4	6	{GeneMark_model.4400_t;GeneMark},{HiQ_model.g3444.t1;HiQ},{GlimmerHMM_glimmerT_4128-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3792/Target=lcl|PJQD01000086_1_prot_POY71071_1_6382;exonerate}
173378	173299	INTRON			{GeneMark_model.4400_t;GeneMark},{HiQ_model.g3444.t1;HiQ},{ev_type:exonerate/ID=match.2566964.3792/Target=lcl|PJQD01000086_1_prot_POY71071_1_6382;exonerate}
173396	173379	internal-	4	6	{GeneMark_model.4400_t;GeneMark},{HiQ_model.g3444.t1;HiQ},{ev_type:exonerate/ID=match.2566964.3792/Target=lcl|PJQD01000086_1_prot_POY71071_1_6382;exonerate}
173482	173397	INTRON			{GeneMark_model.4400_t;GeneMark},{HiQ_model.g3444.t1;HiQ},{ev_type:exonerate/ID=match.2566964.3792/Target=lcl|PJQD01000086_1_prot_POY71071_1_6382;exonerate}
173521	173483	initial-	4	6	{GeneMark_model.4400_t;GeneMark},{HiQ_model.g3444.t1;HiQ},{GlimmerHMM_glimmerT_4128-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 2.03 173833-179237 orient(+) score(16005.00) noncoding_equivalent(7903.20) raw_noncoding(9799.05) offset(1895.85)
173833	174120	initial+	1	3	{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
174121	174219	INTRON			{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
174220	174342	internal+	1	3	{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
174343	174426	INTRON			{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
174427	174554	internal+	1	2	{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
174555	174613	INTRON			{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
174614	175192	internal+	3	2	{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
175193	175250	INTRON			{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
175251	175351	internal+	3	1	{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
175352	175415	INTRON			{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
175416	175822	internal+	2	3	{Augustus_model.g3445.t1;Augustus},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
175823	175884	INTRON			{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark}
175885	175929	internal+	1	3	{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark}
175930	175998	INTRON			{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark}
175999	176245	internal+	1	1	{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
176246	176308	INTRON			{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
176309	176523	internal+	2	3	{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
176524	176582	INTRON			{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
176583	176714	internal+	1	3	{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
176715	176776	INTRON			{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
176777	176896	internal+	1	3	{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
176897	176956	INTRON			{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
176957	177034	internal+	1	3	{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
177035	177097	INTRON			{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
177098	177207	internal+	1	2	{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
177208	177266	INTRON			{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
177267	177363	internal+	3	3	{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
177364	177428	INTRON			{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
177429	177516	internal+	1	1	{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
177517	177581	INTRON			{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
177582	177655	internal+	2	3	{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
177656	177724	INTRON			{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
177725	177799	internal+	1	3	{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
177800	177866	INTRON			{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
177867	177995	internal+	1	3	{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
177996	178055	INTRON			{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark}
178056	178140	internal+	1	1	{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark}
178141	178193	INTRON			{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark}
178194	178298	internal+	2	1	{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark}
178299	178355	INTRON			{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
178356	178430	internal+	2	1	{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
178431	178490	INTRON			{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
178491	178560	internal+	2	2	{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
178561	178632	INTRON			{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
178633	178799	internal+	3	1	{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
178800	178861	INTRON			{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
178862	178976	internal+	2	2	{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{GlimmerHMM_glimmerT_4129-T1;GlimmerHMM}
178977	179041	INTRON			{Augustus_model.g3445.t1;Augustus},{GeneMark_model.4401_t;GeneMark}
179042	179237	terminal+	3	3	{Augustus_model.g3445.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 8.97 179585-181534 orient(+) score(16278.00) noncoding_equivalent(1814.77) raw_noncoding(2331.00) offset(516.23)
179585	179662	initial+	1	3	{Augustus_model.g3446.t1;Augustus},{GlimmerHMM_glimmerT_4130-T1;GlimmerHMM}
179663	179724	INTRON			{Augustus_model.g3446.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3725/Target=lcl|BJWK01000004_1_prot_GEM07815_1_1832;exonerate},{ev_type:exonerate/ID=match.2566964.3721/Target=lcl|KQ954510_1_prot_KWU42352_1_5324;exonerate},{ev_type:exonerate/ID=match.2566964.3722/Target=lcl|PJQD01000086_1_prot_POY71073_1_6384;exonerate},{ev_type:exonerate/ID=match.2566964.3726/Target=lcl|NW_017264929_1_prot_XP_018273843_1_1354;exonerate},{ev_type:exonerate/ID=match.2566964.3727/Target=lcl|LCTV02000003_1_prot_PRQ76351_1_5005;exonerate}
179725	179742	internal+	1	3	{Augustus_model.g3446.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3725/Target=lcl|BJWK01000004_1_prot_GEM07815_1_1832;exonerate},{ev_type:exonerate/ID=match.2566964.3721/Target=lcl|KQ954510_1_prot_KWU42352_1_5324;exonerate},{ev_type:exonerate/ID=match.2566964.3722/Target=lcl|PJQD01000086_1_prot_POY71073_1_6384;exonerate},{ev_type:exonerate/ID=match.2566964.3726/Target=lcl|NW_017264929_1_prot_XP_018273843_1_1354;exonerate},{ev_type:exonerate/ID=match.2566964.3727/Target=lcl|LCTV02000003_1_prot_PRQ76351_1_5005;exonerate}
179743	179812	INTRON			{Augustus_model.g3446.t1;Augustus},{GeneMark_model.4401_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3725/Target=lcl|BJWK01000004_1_prot_GEM07815_1_1832;exonerate},{ev_type:exonerate/ID=match.2566964.3721/Target=lcl|KQ954510_1_prot_KWU42352_1_5324;exonerate},{ev_type:exonerate/ID=match.2566964.3722/Target=lcl|PJQD01000086_1_prot_POY71073_1_6384;exonerate},{ev_type:exonerate/ID=match.2566964.3726/Target=lcl|NW_017264929_1_prot_XP_018273843_1_1354;exonerate},{ev_type:exonerate/ID=match.2566964.3727/Target=lcl|LCTV02000003_1_prot_PRQ76351_1_5005;exonerate}
179813	179897	internal+	1	1	{Augustus_model.g3446.t1;Augustus},{GlimmerHMM_glimmerT_4130-T1;GlimmerHMM},{GeneMark_model.4401_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3725/Target=lcl|BJWK01000004_1_prot_GEM07815_1_1832;exonerate},{ev_type:exonerate/ID=match.2566964.3721/Target=lcl|KQ954510_1_prot_KWU42352_1_5324;exonerate},{ev_type:exonerate/ID=match.2566964.3722/Target=lcl|PJQD01000086_1_prot_POY71073_1_6384;exonerate},{ev_type:exonerate/ID=match.2566964.3726/Target=lcl|NW_017264929_1_prot_XP_018273843_1_1354;exonerate},{ev_type:exonerate/ID=match.2566964.3727/Target=lcl|LCTV02000003_1_prot_PRQ76351_1_5005;exonerate}
179898	179982	INTRON			{Augustus_model.g3446.t1;Augustus},{GlimmerHMM_glimmerT_4130-T1;GlimmerHMM},{GeneMark_model.4401_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3725/Target=lcl|BJWK01000004_1_prot_GEM07815_1_1832;exonerate},{ev_type:exonerate/ID=match.2566964.3721/Target=lcl|KQ954510_1_prot_KWU42352_1_5324;exonerate},{ev_type:exonerate/ID=match.2566964.3722/Target=lcl|PJQD01000086_1_prot_POY71073_1_6384;exonerate},{ev_type:exonerate/ID=match.2566964.3726/Target=lcl|NW_017264929_1_prot_XP_018273843_1_1354;exonerate},{ev_type:exonerate/ID=match.2566964.3727/Target=lcl|LCTV02000003_1_prot_PRQ76351_1_5005;exonerate}
179983	180159	internal+	2	1	{Augustus_model.g3446.t1;Augustus},{GlimmerHMM_glimmerT_4130-T1;GlimmerHMM},{GeneMark_model.4401_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3725/Target=lcl|BJWK01000004_1_prot_GEM07815_1_1832;exonerate},{ev_type:exonerate/ID=match.2566964.3721/Target=lcl|KQ954510_1_prot_KWU42352_1_5324;exonerate},{ev_type:exonerate/ID=match.2566964.3722/Target=lcl|PJQD01000086_1_prot_POY71073_1_6384;exonerate},{ev_type:exonerate/ID=match.2566964.3726/Target=lcl|NW_017264929_1_prot_XP_018273843_1_1354;exonerate},{ev_type:exonerate/ID=match.2566964.3727/Target=lcl|LCTV02000003_1_prot_PRQ76351_1_5005;exonerate}
